1类置信率,2类置信率,3类置信率,预测分类,实际分类,预测正确
0.999899983,6.99E-05,3.00E-05,1,1,1
1,6.95E-11,4.63E-10,1,1,1
1,1.65E-14,6.51E-13,1,1,1
1,7.86E-14,5.56E-14,1,1,1
1,3.00E-13,3.87E-13,1,1,1
0.999999523,4.34E-07,1.33E-08,1,1,1
0.999999046,9.86E-07,8.79E-09,1,1,1
1,8.96E-09,1.36E-10,1,1,1
1,5.53E-12,1.98E-13,1,1,1
0.016835118,0.983163059,1.75E-06,2,1,0
0.000289383,0.999708593,2.06E-06,2,2,1
0.000154214,0.999843836,1.90E-06,2,2,1
2.45E-06,0.999997497,4.81E-09,2,2,1
2.99E-07,0.999999642,3.45E-09,2,2,1
4.35E-09,1,2.08E-10,2,2,1
3.57E-09,1,1.33E-09,2,2,1
4.96E-12,1,2.31E-12,2,2,1
1.32E-11,1,1.49E-10,2,2,1
1.47E-11,1,1.15E-10,2,2,1
1.34E-13,1,2.50E-12,2,2,1
8.34E-14,1,7.05E-12,2,2,1
2.60E-15,1,2.09E-13,2,2,1
1.55E-11,1,2.75E-11,2,2,1
7.31E-14,1,6.41E-12,2,2,1
1.36E-13,1,1.64E-11,2,2,1
1.02E-14,1,3.83E-13,2,2,1
1.10E-14,1,5.67E-13,2,2,1
3.28E-11,1,1.81E-10,2,2,1
1.82E-13,1,2.45E-12,2,2,1
3.23E-12,1,1.94E-11,2,2,1
8.47E-12,1,7.00E-11,2,2,1
5.26E-13,1,6.30E-12,2,2,1
1.02E-13,1,2.29E-12,2,2,1
3.64E-13,1,2.11E-11,2,2,1
1.34E-12,1,2.29E-11,2,2,1
3.48E-16,1,1.66E-13,2,2,1
5.46E-13,1,4.70E-11,2,2,1
2.89E-14,1,7.61E-12,2,2,1
5.11E-17,1,2.33E-13,2,2,1
2.14E-12,1,7.27E-11,2,2,1
7.89E-19,1,6.49E-15,2,2,1
9.07E-15,1,4.34E-12,2,2,1
2.82E-14,1,6.63E-12,2,2,1
4.08E-13,1,5.63E-11,2,2,1
1.65E-13,1,3.69E-11,2,2,1
3.59E-16,1,6.14E-13,2,2,1
1.35E-09,1,2.17E-09,2,2,1
1.75E-05,0.99998188,6.35E-07,2,2,1
7.19E-10,1,2.33E-09,2,2,1
9.58E-15,1,3.63E-12,2,2,1
7.55E-11,1,6.85E-10,2,2,1
3.21E-12,1,8.60E-11,2,2,1
1.17E-15,1,8.39E-14,2,2,1
7.15E-13,1,4.15E-11,2,2,1
8.93E-14,1,6.00E-12,2,2,1
4.13E-10,1,1.45E-09,2,2,1
5.23E-12,1,2.09E-10,2,2,1
7.06E-13,1,3.30E-11,2,2,1
5.61E-07,0.999999285,1.22E-07,2,2,1
1.18E-13,1,1.38E-11,2,2,1
9.70E-13,1,2.37E-11,2,2,1
1.56E-12,1,4.76E-11,2,2,1
4.54E-09,1,8.15E-09,2,2,1
2.24E-06,0.999997377,3.58E-07,2,2,1
8.42E-11,1,7.38E-10,2,2,1
3.43E-05,0.999963641,2.06E-06,2,2,1
1.13E-07,0.999999762,8.35E-08,2,2,1
6.02E-17,1,9.94E-14,2,2,1
5.21E-07,0.999999404,1.37E-07,2,2,1
6.07E-12,1,1.52E-10,2,2,1
1.12E-08,1,1.65E-08,2,2,1
8.27E-07,0.999998927,2.76E-07,2,2,1
2.48E-13,1,1.60E-11,2,2,1
1.46E-09,1,3.61E-09,2,2,1
1.48E-11,1,1.56E-10,2,2,1
2.42E-10,1,5.01E-10,2,2,1
1.89E-13,1,2.69E-12,2,2,1
2.02E-11,1,5.51E-11,2,2,1
9.97E-13,1,3.63E-12,2,2,1
4.19E-12,1,1.75E-11,2,2,1
6.59E-12,1,5.40E-11,2,2,1
1.91E-14,1,1.43E-13,2,2,1
1.21E-12,1,5.17E-12,2,2,1
8.15E-11,1,1.23E-10,2,2,1
2.86E-17,1,2.90E-16,2,2,1
1.21E-15,1,1.79E-14,2,2,1
4.60E-14,1,1.10E-12,2,2,1
4.43E-10,1,3.27E-09,2,2,1
2.83E-15,1,5.82E-13,2,2,1
1.94E-15,1,3.55E-13,2,2,1
2.60E-15,1,2.14E-13,2,2,1
9.64E-14,1,1.57E-12,2,2,1
1.62E-11,1,1.35E-10,2,2,1
2.09E-08,1,1.17E-08,2,2,1
1.61E-06,0.99999845,2.55E-08,2,2,1
5.98E-08,0.999999881,7.22E-09,2,2,1
7.49E-05,0.999924183,8.10E-07,2,2,1
4.95E-05,0.999950409,4.14E-08,2,2,1
2.55E-08,1,6.38E-10,2,2,1
2.34E-11,1,2.17E-10,2,2,1
3.73E-12,1,1.05E-11,2,2,1
6.18E-11,1,1.55E-10,2,2,1
3.77E-11,1,8.51E-11,2,2,1
1.68E-07,0.999999762,7.16E-08,2,2,1
4.05E-09,1,3.38E-09,2,2,1
2.56E-13,1,5.36E-12,2,2,1
1.17E-10,1,1.39E-09,2,2,1
2.76E-10,1,4.97E-10,2,2,1
2.12E-08,1,3.67E-09,2,2,1
9.99E-11,1,1.69E-11,2,2,1
8.30E-11,1,4.16E-11,2,2,1
1.33E-09,1,1.03E-09,2,2,1
1.42E-06,0.99999845,1.43E-07,2,2,1
9.75E-06,0.999990106,6.51E-08,2,2,1
1.38E-07,0.999999762,9.19E-08,2,2,1
8.77E-07,0.999998927,2.27E-07,2,2,1
8.09E-10,1,3.07E-09,2,2,1
1.89E-12,1,3.26E-11,2,2,1
3.54E-16,1,2.29E-13,2,2,1
1,1.84E-09,1.52E-08,1,1,1
0.999996185,2.46E-06,1.34E-06,1,1,1
1,1.97E-09,5.64E-10,1,1,1
1,1.90E-12,3.61E-12,1,1,1
1,6.22E-16,1.54E-15,1,1,1
1,1.64E-08,5.34E-10,1,1,1
1,5.21E-08,2.19E-09,1,1,1
1,7.86E-15,6.67E-15,1,1,1
0.998717308,0.001282101,5.97E-07,1,1,1
0.999981523,1.85E-05,4.25E-09,1,1,1
0.999985814,1.42E-05,6.84E-09,1,1,1
0.998891294,0.001108757,2.61E-08,1,1,1
0.001725058,0.99827373,1.13E-06,2,2,1
3.72E-07,0.999999523,8.26E-08,2,2,1
1.50E-06,0.99999845,7.84E-09,2,2,1
2.74E-08,1,2.18E-09,2,2,1
1.05E-07,0.999999881,2.03E-09,2,2,1
2.48E-11,1,6.43E-11,2,2,1
1.40E-13,1,1.83E-12,2,2,1
1.01E-09,1,2.13E-09,2,2,1
4.77E-13,1,9.40E-12,2,2,1
4.14E-13,1,1.63E-12,2,2,1
1.77E-13,1,2.32E-12,2,2,1
1.06E-12,1,9.54E-12,2,2,1
1.61E-14,1,2.68E-12,2,2,1
1.23E-12,1,3.40E-11,2,2,1
1.52E-14,1,1.69E-12,2,2,1
2.25E-14,1,3.94E-12,2,2,1
4.99E-13,1,3.01E-11,2,2,1
5.72E-13,1,4.98E-12,2,2,1
2.49E-13,1,4.85E-12,2,2,1
1.99E-11,1,1.02E-10,2,2,1
4.87E-13,1,2.03E-12,2,2,1
5.23E-16,1,4.56E-14,2,2,1
4.77E-14,1,1.07E-11,2,2,1
9.99E-11,1,9.01E-10,2,2,1
1.49E-15,1,1.19E-12,2,2,1
6.00E-16,1,9.13E-13,2,2,1
2.58E-13,1,4.07E-11,2,2,1
4.39E-16,1,5.05E-13,2,2,1
4.40E-16,1,1.03E-12,2,2,1
2.55E-16,1,3.69E-13,2,2,1
4.41E-13,1,5.58E-11,2,2,1
1.34E-16,1,4.38E-13,2,2,1
1.04E-14,1,5.24E-12,2,2,1
1.97E-16,1,3.95E-13,2,2,1
5.80E-17,1,2.39E-13,2,2,1
4.12E-11,1,3.79E-10,2,2,1
5.62E-07,0.999999285,6.77E-08,2,2,1
5.91E-12,1,9.58E-11,2,2,1
5.89E-16,1,7.63E-13,2,2,1
7.00E-17,1,1.79E-13,2,2,1
1.64E-19,1,1.50E-15,2,2,1
4.96E-18,1,2.71E-14,2,2,1
0.000832031,0.999157429,1.06E-05,2,2,1
7.68E-12,1,1.59E-10,2,2,1
3.02E-14,1,2.20E-12,2,2,1
1.03E-15,1,5.35E-13,2,2,1
4.05E-10,1,1.14E-10,2,2,1
1.10E-13,1,7.58E-12,2,2,1
2.83E-12,1,1.49E-11,2,2,1
1.13E-09,1,3.03E-10,2,2,1
0.000165309,0.999832392,2.22E-06,2,2,1
2.63E-13,1,3.68E-12,2,2,1
3.70E-11,1,1.96E-10,2,2,1
2.61E-08,1,2.41E-08,2,2,1
0.999131262,0.000815791,5.31E-05,1,1,1
1.67E-05,0.999982357,1.00E-06,2,2,1
1.05E-09,1,1.69E-09,2,2,1
7.53E-05,0.999923706,8.97E-07,2,2,1
3.86E-10,1,3.77E-10,2,2,1
0.000106021,0.999891162,2.82E-06,2,2,1
2.22E-05,0.999976993,8.92E-07,2,2,1
1.14E-14,1,1.07E-12,2,2,1
2.89E-12,1,6.73E-11,2,2,1
3.21E-12,1,9.81E-11,2,2,1
1.04E-13,1,9.85E-12,2,2,1
0.025745746,0.974133313,0.000120832,2,2,1
0.034602907,0.965268195,0.000128897,2,2,1
0.000128219,0.999866009,5.68E-06,2,2,1
1.20E-15,1,6.90E-13,2,2,1
2.21E-10,1,1.70E-09,2,2,1
7.11E-13,1,1.75E-11,2,2,1
4.31E-16,1,2.91E-13,2,2,1
2.21E-09,1,5.95E-09,2,2,1
1.79E-10,1,8.44E-10,2,2,1
3.22E-13,1,2.97E-11,2,2,1
2.93E-15,1,1.04E-12,2,2,1
2.25E-14,1,3.02E-12,2,2,1
2.13E-11,1,3.19E-10,2,2,1
5.37E-10,1,2.35E-09,2,2,1
6.39E-11,1,1.15E-09,2,2,1
1.52E-11,1,2.40E-10,2,2,1
4.91E-10,1,3.05E-09,2,2,1
0.000611457,0.999374807,1.38E-05,2,2,1
8.87E-15,1,1.62E-12,2,2,1
1.14E-13,1,2.07E-11,2,2,1
1.63E-16,1,1.18E-13,2,2,1
7.05E-19,1,2.18E-15,2,2,1
5.37E-19,1,7.28E-16,2,2,1
2.04E-14,1,9.45E-13,2,2,1
4.39E-16,1,8.93E-13,2,2,1
6.16E-12,1,1.49E-10,2,2,1
8.77E-08,0.999999881,1.30E-08,2,2,1
5.98E-09,1,4.67E-10,2,2,1
5.95E-07,0.999999404,1.00E-08,2,2,1
0.002444188,0.997555494,2.48E-07,2,2,1
2.48E-09,1,1.90E-09,2,2,1
9.17E-12,1,3.64E-11,2,2,1
1.18E-10,1,1.76E-10,2,2,1
3.35E-11,1,3.12E-10,2,2,1
4.08E-11,1,1.01E-09,2,2,1
6.43E-09,1,1.08E-08,2,2,1
2.06E-11,1,1.56E-10,2,2,1
2.28E-12,1,6.43E-11,2,2,1
3.46E-09,1,1.03E-08,2,2,1
1.44E-11,1,2.66E-11,2,2,1
3.13E-10,1,6.60E-11,2,2,1
1.16E-10,1,1.53E-11,2,2,1
4.34E-11,1,1.40E-10,2,2,1
3.59E-09,1,9.34E-09,2,2,1
1.27E-09,1,5.80E-10,2,2,1
6.01E-08,0.999999881,3.26E-08,2,2,1
1.37E-08,1,1.74E-09,2,2,1
1.20E-05,0.999987602,4.67E-07,2,2,1
4.06E-06,0.999995351,5.65E-07,2,2,1
9.08E-08,0.999999881,8.39E-09,2,2,1
4.85E-08,1,2.49E-09,2,2,1
3.35E-10,1,4.83E-10,2,2,1
5.59E-12,1,1.01E-10,2,2,1
4.73E-13,1,1.42E-11,2,2,1
2.40E-07,0.999999642,7.97E-08,2,2,1
4.59E-12,1,1.43E-10,2,2,1
3.62E-15,1,1.27E-12,2,2,1
1.63E-15,1,3.31E-12,2,2,1
9.73E-11,1,6.82E-10,2,2,1
0.999999881,5.80E-09,7.11E-08,1,1,1
1,4.51E-10,4.83E-09,1,1,1
0.999983549,1.56E-05,8.17E-07,1,1,1
1,2.07E-10,4.37E-11,1,1,1
1,1.12E-13,2.66E-13,1,1,1
1,3.96E-11,1.10E-11,1,1,1
1,7.62E-09,7.31E-10,1,1,1
1,9.69E-10,8.22E-11,1,1,1
1,2.63E-12,7.93E-14,1,1,1
0.999985695,1.43E-05,3.79E-08,1,1,1
0.981916308,0.018083617,5.91E-08,1,1,1
0.999999762,1.99E-07,9.76E-12,1,1,1
0.998495936,0.001504048,4.59E-08,1,1,1
0.009695623,0.990299344,5.10E-06,2,2,1
1.79E-05,0.999981999,1.69E-07,2,2,1
2.27E-08,1,2.25E-09,2,2,1
1.86E-08,1,7.30E-10,2,2,1
1.58E-08,1,4.59E-09,2,2,1
7.29E-08,0.999999881,6.94E-09,2,2,1
1.19E-12,1,1.91E-11,2,2,1
5.61E-11,1,7.88E-10,2,2,1
2.51E-12,1,1.00E-10,2,2,1
4.92E-14,1,2.44E-12,2,2,1
3.44E-14,1,2.13E-13,2,2,1
1.38E-14,1,9.56E-13,2,2,1
8.72E-12,1,1.29E-10,2,2,1
8.54E-14,1,1.15E-11,2,2,1
1.03E-15,1,3.48E-13,2,2,1
7.56E-13,1,5.68E-11,2,2,1
4.34E-14,1,9.82E-12,2,2,1
5.77E-10,1,3.04E-09,2,2,1
1.57E-12,1,3.78E-11,2,2,1
7.01E-10,1,1.72E-09,2,2,1
6.62E-11,1,9.78E-10,2,2,1
7.16E-15,1,1.72E-13,2,2,1
1.06E-12,1,8.33E-11,2,2,1
1.90E-09,1,5.07E-09,2,2,1
3.40E-15,1,1.58E-12,2,2,1
3.46E-13,1,3.88E-11,2,2,1
9.08E-17,1,3.06E-13,2,2,1
2.22E-15,1,1.82E-12,2,2,1
3.94E-14,1,1.08E-11,2,2,1
5.21E-11,1,1.10E-09,2,2,1
2.06E-13,1,3.19E-11,2,2,1
5.74E-18,1,5.93E-14,2,2,1
3.71E-15,1,2.12E-12,2,2,1
1.11E-17,1,9.53E-14,2,2,1
3.87E-18,1,5.60E-14,2,2,1
1.48E-17,1,9.33E-14,2,2,1
3.34E-14,1,5.23E-12,2,2,1
1.42E-13,1,2.47E-11,2,2,1
2.48E-18,1,3.39E-14,2,2,1
7.89E-14,1,6.16E-12,2,2,1
1.16E-15,1,5.12E-13,2,2,1
3.23E-17,1,4.25E-14,2,2,1
3.05E-11,1,4.68E-10,2,2,1
3.46E-14,1,7.90E-12,2,2,1
4.26E-19,1,1.14E-14,2,2,1
4.85E-18,1,4.38E-14,2,2,1
1.81E-09,1,1.29E-09,2,2,1
9.25E-12,1,2.50E-11,2,2,1
3.29E-13,1,2.29E-12,2,2,1
3.57E-11,1,9.65E-12,2,2,1
1.52E-10,1,3.18E-10,2,2,1
3.78E-08,1,1.38E-08,2,2,1
4.30E-05,0.999955893,1.09E-06,2,2,1
0.015269486,0.984690607,3.99E-05,2,2,1
0.059023526,0.940837741,0.000138703,2,2,1
3.65E-12,1,3.92E-11,2,2,1
1.05E-09,1,7.87E-10,2,2,1
2.66E-05,0.999973178,2.30E-07,2,2,1
4.43E-07,0.999999523,2.01E-08,2,2,1
1.87E-11,1,5.42E-11,2,2,1
0.192957908,0.806790173,0.00025185,2,2,1
2.32E-08,1,6.77E-09,2,2,1
2.19E-06,0.999997616,2.96E-07,2,2,1
0.013179987,0.986769319,5.07E-05,2,2,1
5.65E-14,1,1.27E-12,2,2,1
0.000263136,0.999732435,4.46E-06,2,2,1
0.997878671,0.002049307,7.21E-05,1,1,1
1.79E-06,0.999997854,3.76E-07,2,2,1
5.42E-10,1,1.74E-09,2,2,1
2.04E-12,1,5.86E-11,2,2,1
6.54E-10,1,1.10E-09,2,2,1
1.10E-12,1,4.65E-11,2,2,1
0.998654723,0.001287332,5.80E-05,1,1,1
1.29E-12,1,3.42E-11,2,2,1
1.97E-05,0.999979854,5.11E-07,2,2,1
2.02E-11,1,2.42E-11,2,2,1
1.51E-08,1,1.90E-09,2,2,1
2.69E-11,1,3.49E-11,2,2,1
2.91E-08,1,6.78E-09,2,2,1
4.83E-07,0.999999404,1.07E-07,2,2,1
2.20E-08,1,2.39E-08,2,2,1
3.52E-08,1,3.12E-08,2,2,1
5.87E-14,1,1.44E-11,2,2,1
8.38E-16,1,6.98E-13,2,2,1
6.20E-10,1,4.05E-09,2,2,1
7.42E-18,1,2.80E-14,2,2,1
7.58E-13,1,3.99E-11,2,2,1
4.43E-20,1,1.02E-15,2,2,1
3.07E-17,1,7.29E-14,2,2,1
9.94E-15,1,1.80E-12,2,2,1
1.63E-11,1,1.67E-10,2,2,1
2.30E-11,1,2.36E-10,2,2,1
8.67E-08,0.999999881,3.27E-08,2,2,1
7.50E-06,0.999992251,2.63E-07,2,2,1
7.49E-06,0.99999249,6.76E-09,2,2,1
2.77E-06,0.999997139,1.14E-07,2,2,1
4.21E-10,1,3.45E-10,2,2,1
1.12E-11,1,9.07E-11,2,2,1
4.87E-10,1,2.99E-09,2,2,1
1.17E-11,1,4.46E-10,2,2,1
2.29E-05,0.999975204,1.91E-06,2,2,1
1.12E-05,0.999987364,1.39E-06,2,2,1
2.46E-10,1,5.97E-10,2,2,1
4.14E-11,1,5.84E-10,2,2,1
1.95E-11,1,6.27E-11,2,2,1
5.99E-11,1,7.65E-11,2,2,1
3.01E-11,1,5.15E-11,2,2,1
4.26E-10,1,8.70E-10,2,2,1
1.97E-07,0.999999642,8.73E-08,2,2,1
3.19E-10,1,1.21E-09,2,2,1
9.43E-10,1,3.98E-10,2,2,1
5.56E-10,1,9.85E-11,2,2,1
1.00E-07,0.999999881,2.72E-08,2,2,1
4.51E-06,0.999994397,1.02E-06,2,2,1
1.60E-05,0.999982953,1.06E-06,2,2,1
1.36E-07,0.999999762,9.24E-08,2,2,1
5.01E-08,1,8.73E-09,2,2,1
1.68E-07,0.999999881,5.25E-09,2,2,1
1.24E-09,1,2.12E-10,2,2,1
5.10E-12,1,3.19E-11,2,2,1
4.36E-11,1,4.66E-10,2,2,1
2.15E-09,1,4.07E-09,2,2,1
9.88E-12,1,1.73E-10,2,2,1
2.54E-12,1,7.00E-11,2,2,1
8.38E-11,1,1.18E-09,2,2,1
1.79E-11,1,1.24E-09,2,2,1
2.18E-11,1,6.21E-10,2,2,1
1.01E-08,1,3.47E-08,2,2,1
1.01E-05,0.999988198,1.70E-06,2,2,1
1.61E-07,0.999999762,1.34E-07,2,2,1
7.02E-10,1,5.16E-09,2,2,1
5.93E-09,1,3.13E-08,2,2,1
1,2.46E-12,2.98E-11,1,1,1
1,2.29E-09,8.69E-10,1,1,1
1,8.77E-09,2.48E-09,1,1,1
1,1.42E-11,5.80E-12,1,1,1
1,2.53E-15,4.15E-15,1,1,1
1,8.97E-13,9.57E-13,1,1,1
1,1.54E-08,1.08E-09,1,1,1
0.999940276,5.88E-05,8.98E-07,1,1,1
0.999101758,0.000893224,4.95E-06,1,1,1
0.999999642,3.53E-07,1.24E-09,1,1,1
0.996969879,0.003029902,2.70E-07,1,1,1
0.259043664,0.740954041,2.30E-06,2,1,0
0.996580184,0.003419706,7.44E-08,1,1,1
9.17E-05,0.999907851,3.18E-07,2,2,1
5.37E-06,0.999994516,6.46E-08,2,2,1
9.58E-08,0.999999881,7.65E-09,2,2,1
2.03E-08,1,6.12E-09,2,2,1
1.09E-08,1,6.04E-09,2,2,1
3.09E-08,1,1.31E-08,2,2,1
3.36E-08,1,2.92E-08,2,2,1
4.86E-10,1,1.12E-10,2,2,1
9.37E-11,1,9.18E-10,2,2,1
8.25E-13,1,3.14E-11,2,2,1
4.44E-15,1,7.88E-13,2,2,1
2.91E-14,1,5.21E-13,2,2,1
6.43E-14,1,3.91E-12,2,2,1
1.71E-16,1,8.68E-14,2,2,1
5.72E-14,1,6.88E-12,2,2,1
6.49E-13,1,2.00E-11,2,2,1
2.72E-15,1,6.34E-13,2,2,1
1.75E-12,1,5.10E-11,2,2,1
3.86E-11,1,3.41E-10,2,2,1
6.01E-12,1,1.85E-10,2,2,1
1.70E-09,1,6.75E-09,2,2,1
1.82E-14,1,3.34E-12,2,2,1
3.81E-13,1,3.09E-11,2,2,1
1.08E-15,1,1.11E-12,2,2,1
1.61E-13,1,4.56E-11,2,2,1
6.85E-16,1,1.19E-12,2,2,1
1.93E-17,1,1.20E-13,2,2,1
1.58E-15,1,2.49E-12,2,2,1
7.56E-18,1,2.91E-14,2,2,1
6.57E-13,1,4.94E-11,2,2,1
1.50E-15,1,1.79E-12,2,2,1
1.63E-11,1,5.01E-10,2,2,1
3.44E-15,1,3.56E-12,2,2,1
1.65E-16,1,4.04E-13,2,2,1
9.47E-19,1,2.20E-14,2,2,1
2.78E-17,1,1.54E-13,2,2,1
3.39E-14,1,7.85E-12,2,2,1
7.44E-15,1,2.58E-12,2,2,1
9.54E-20,1,6.29E-15,2,2,1
1.00E-16,1,2.73E-13,2,2,1
2.11E-13,1,5.48E-11,2,2,1
9.92E-13,1,7.05E-11,2,2,1
4.32E-07,0.999999404,1.13E-07,2,2,1
5.64E-14,1,1.22E-11,2,2,1
3.11E-11,1,4.24E-10,2,2,1
3.38E-18,1,4.27E-14,2,2,1
2.01E-18,1,2.66E-14,2,2,1
3.40E-13,1,2.44E-11,2,2,1
3.27E-19,1,4.06E-15,2,2,1
4.54E-14,1,3.43E-13,2,2,1
2.87E-14,1,1.27E-12,2,2,1
3.10E-14,1,2.05E-12,2,2,1
1.73E-12,1,2.20E-11,2,2,1
2.66E-11,1,2.99E-10,2,2,1
2.31E-08,1,1.21E-08,2,2,1
7.85E-13,1,3.78E-12,2,2,1
6.66E-08,0.999999881,3.11E-10,2,2,1
2.67E-10,1,1.26E-10,2,2,1
2.24E-10,1,2.81E-11,2,2,1
7.78E-14,1,3.46E-13,2,2,1
3.94E-14,1,1.13E-12,2,2,1
1.17E-13,1,2.36E-12,2,2,1
7.66E-06,0.999992013,3.20E-07,2,2,1
8.38E-09,1,6.52E-09,2,2,1
9.99E-12,1,1.37E-10,2,2,1
1.34E-08,1,1.04E-08,2,2,1
0.970699131,0.029092757,0.000208177,1,1,1
0.987729728,0.012109485,0.000160724,1,1,1
5.27E-11,1,5.55E-10,2,2,1
1.32E-15,1,3.77E-13,2,2,1
3.77E-10,1,7.22E-10,2,2,1
1.36E-11,1,1.02E-10,2,2,1
8.14E-06,0.999991536,3.55E-07,2,2,1
1.46E-13,1,7.71E-12,2,2,1
5.48E-09,1,6.43E-09,2,2,1
8.71E-10,1,6.37E-10,2,2,1
3.58E-06,0.999996185,2.58E-07,2,2,1
4.13E-10,1,2.01E-11,2,2,1
1.65E-06,0.999998331,2.73E-08,2,2,1
7.09E-05,0.999928117,9.99E-07,2,2,1
0.007188707,0.992785096,2.62E-05,2,2,1
9.55E-07,0.999998808,2.12E-07,2,2,1
2.46E-10,1,8.54E-10,2,2,1
1.60E-10,1,1.51E-09,2,2,1
7.01E-11,1,8.48E-10,2,2,1
4.90E-17,1,2.49E-14,2,2,1
7.72E-18,1,2.30E-14,2,2,1
1.22E-19,1,2.19E-15,2,2,1
1.12E-17,1,8.33E-14,2,2,1
6.11E-15,1,1.18E-12,2,2,1
5.57E-16,1,5.20E-13,2,2,1
5.88E-12,1,1.01E-10,2,2,1
6.90E-11,1,6.38E-11,2,2,1
3.03E-09,1,3.50E-09,2,2,1
1.67E-07,0.999999881,1.17E-08,2,2,1
3.94E-07,0.999999642,1.75E-08,2,2,1
1.25E-08,1,1.03E-09,2,2,1
2.56E-11,1,3.32E-10,2,2,1
5.45E-12,1,2.52E-10,2,2,1
3.11E-10,1,2.53E-09,2,2,1
1.19E-07,0.999999762,1.25E-07,2,2,1
3.02E-10,1,1.71E-09,2,2,1
4.71E-15,1,1.82E-13,2,2,1
1.49E-12,1,6.44E-11,2,2,1
2.68E-11,1,1.89E-10,2,2,1
4.32E-12,1,1.78E-11,2,2,1
7.54E-12,1,2.32E-11,2,2,1
8.23E-10,1,1.36E-10,2,2,1
2.29E-10,1,4.13E-10,2,2,1
3.04E-11,1,7.90E-12,2,2,1
1.02E-10,1,3.56E-10,2,2,1
4.52E-08,1,3.67E-08,2,2,1
6.91E-07,0.999999166,1.02E-07,2,2,1
1.98E-07,0.999999762,4.35E-08,2,2,1
7.40E-08,0.999999881,1.45E-08,2,2,1
2.15E-06,0.999997497,3.11E-07,2,2,1
1.73E-06,0.999998331,5.40E-08,2,2,1
1.65E-07,0.999999881,2.18E-08,2,2,1
1.39E-09,1,1.68E-09,2,2,1
1.79E-08,1,1.66E-08,2,2,1
1.26E-07,0.999999881,5.08E-08,2,2,1
1.24E-08,1,1.40E-08,2,2,1
0.017378714,0.982535839,8.55E-05,2,2,1
1.51E-06,0.999997973,4.29E-07,2,2,1
1.14E-08,1,2.03E-08,2,2,1
1.77E-09,1,9.74E-09,2,2,1
2.03E-08,1,4.58E-08,2,2,1
2.59E-09,1,3.18E-08,2,2,1
8.82E-06,0.99998951,1.70E-06,2,2,1
1.63E-06,0.999997497,8.74E-07,2,2,1
2.37E-06,0.99999702,6.23E-07,2,2,1
1.17E-07,0.999999762,1.53E-07,2,2,1
2.74E-05,0.999969244,3.29E-06,2,2,1
7.19E-06,0.99999094,1.87E-06,2,2,1
1.53E-05,0.999982357,2.25E-06,2,2,1
0.000146156,0.999841571,1.23E-05,2,2,1
0.999996781,2.80E-06,4.01E-07,1,1,1
0.999999881,1.76E-07,1.76E-08,1,1,1
0.999999881,9.59E-08,1.10E-08,1,1,1
0.999999762,2.13E-07,1.90E-08,1,1,1
1,6.24E-15,1.12E-14,1,1,1
1,1.93E-16,3.55E-16,1,1,1
1,8.94E-13,1.33E-12,1,1,1
1,3.64E-09,6.07E-10,1,1,1
0.999999404,5.75E-07,2.48E-08,1,1,1
0.996954083,0.003034895,1.10E-05,1,1,1
1,1.62E-10,4.68E-12,1,1,1
1,4.18E-10,1.64E-12,1,1,1
0.999999166,8.58E-07,1.70E-10,1,1,1
0.504571199,0.495427698,1.09E-06,1,1,1
0.013207561,0.986652553,0.000139894,2,2,1
3.06E-06,0.999996662,2.21E-07,2,2,1
2.66E-05,0.99997282,5.55E-07,2,2,1
4.42E-06,0.999995589,1.18E-08,2,2,1
2.56E-05,0.99997437,4.76E-08,2,2,1
4.17E-08,1,1.12E-09,2,2,1
2.73E-09,1,2.17E-09,2,2,1
1.36E-09,1,6.75E-10,2,2,1
1.93E-10,1,4.36E-10,2,2,1
1.37E-11,1,1.77E-10,2,2,1
1.46E-13,1,1.04E-12,2,2,1
5.73E-16,1,2.16E-13,2,2,1
3.53E-13,1,8.64E-12,2,2,1
5.05E-14,1,1.69E-11,2,2,1
1.18E-13,1,6.80E-12,2,2,1
3.22E-13,1,3.32E-11,2,2,1
3.58E-15,1,5.33E-13,2,2,1
3.53E-14,1,5.54E-12,2,2,1
4.63E-13,1,4.85E-11,2,2,1
2.43E-15,1,3.02E-12,2,2,1
5.92E-13,1,6.45E-11,2,2,1
9.49E-14,1,2.04E-11,2,2,1
2.80E-12,1,2.31E-10,2,2,1
1.32E-15,1,1.27E-12,2,2,1
1.40E-15,1,9.33E-13,2,2,1
1.74E-13,1,1.61E-11,2,2,1
2.02E-18,1,3.00E-14,2,2,1
9.50E-18,1,2.34E-14,2,2,1
1.85E-17,1,6.00E-14,2,2,1
9.24E-19,1,1.04E-14,2,2,1
2.14E-19,1,6.22E-15,2,2,1
1.86E-17,1,1.22E-13,2,2,1
5.40E-18,1,4.86E-14,2,2,1
8.23E-17,1,3.71E-13,2,2,1
2.75E-20,1,2.47E-15,2,2,1
1.99E-16,1,5.34E-13,2,2,1
5.52E-19,1,9.46E-15,2,2,1
1.44E-18,1,2.15E-14,2,2,1
2.16E-17,1,1.47E-13,2,2,1
1.06E-09,1,8.49E-09,2,2,1
1.04E-16,1,2.82E-13,2,2,1
2.08E-16,1,3.16E-13,2,2,1
3.91E-13,1,4.47E-11,2,2,1
5.62E-12,1,1.77E-10,2,2,1
3.79E-17,1,1.12E-13,2,2,1
1.09E-18,1,1.31E-14,2,2,1
1.47E-21,1,2.33E-16,2,2,1
